user_id,course_id,timestamp,engagement_score,completion_status,predicted_engagement_score,assessment_score,feedback_score,age,education_level,learning_style,preferred_topics,title,topic,difficulty,content_type,title_ar,topic_ar,difficulty_ar,content_type_ar,learning_style_ar,preferred_topics_ar
U188,C020,2023-04-30,0.2026326341353431,Not Started,0.2774267348009791,79,4.15,54,High School,Visual,Art,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,بصري,الفن
U082,C004,2023-11-13,0.5875858711094019,In Progress,0.6428020501620825,87,5.0,42,High School,Auditory,Math,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,سمعي,الرياضيات
U002,C007,2023-06-13,0.7011395944174736,Not Started,0.6928011986299087,85,3.16,46,Bachelor,Auditory,Data Science,Course 7,Music,Intermediate,Text,المقرر 7,الموسيقى,متوسط,نص,سمعي,علم البيانات
U129,C001,2023-10-13,0.6801118854469727,Not Started,0.8709675998625426,81,2.464113062986061,59,Master,Visual,Art,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,بصري,الفن
U047,C044,2023-09-22,0.4081516908666981,Completed,0.3423340824609907,77,3.94,24,Master,Reading,Art,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,قرائي,الفن
U197,C045,2023-11-16,0.0153948916913084,Not Started,0.7697723073855856,78,4.24,49,Bachelor,Reading,Music,Course 45,Data Science,Beginner,Quiz,المقرر 45,علم البيانات,مبتدئ,اختبار قصير,قرائي,الموسيقى
U148,C042,2023-06-10,0.5829260568042631,Completed,0.5613558241893379,62,2.91,59,Master,Visual,Music,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,بصري,الموسيقى
U011,C047,2023-11-04,0.2531015391796087,Completed,0.8828364906780791,68,2.87,41,PhD,Auditory,History,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,سمعي,التاريخ
U130,C013,2023-03-30,0.4502542461428903,Not Started,0.5278121082956208,95,3.64,30,Bachelor,Visual,Art,Course 13,History,Beginner,Video,المقرر 13,التاريخ,مبتدئ,فيديو,بصري,الفن
U195,C022,2023-05-22,0.9575810150838172,Completed,0.5176298283979672,90,3.46,49,Master,Visual,AI,Course 22,History,Advanced,Quiz,المقرر 22,التاريخ,متقدم,اختبار قصير,بصري,الذكاء الاصطناعي
U119,C021,2023-07-22,0.3990353176424347,In Progress,0.5778770814409091,76,4.29,18,PhD,Visual,Art,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,بصري,الفن
U140,C022,2023-11-05,0.8398016066644267,In Progress,0.7493153551424344,82,2.67,46,PhD,Kinesthetic,Art,Course 22,History,Advanced,Quiz,المقرر 22,التاريخ,متقدم,اختبار قصير,حركي,الفن
U020,C028,2023-08-15,0.1885406057492511,Not Started,0.9646904788284608,93,4.93,55,Master,Kinesthetic,History,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,حركي,التاريخ
U005,C009,2023-11-30,0.6724604980250288,In Progress,0.0735633542157656,64,2.54,38,PhD,Auditory,AI,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,سمعي,الذكاء الاصطناعي
U037,C026,2023-08-10,0.9770069544389436,Completed,0.0534346023910171,74,4.0,56,PhD,Visual,History,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,بصري,التاريخ
U166,C009,2023-02-10,0.1018931008729367,In Progress,0.9375503374073384,62,3.91,25,Bachelor,Reading,Math,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,قرائي,الرياضيات
U137,C015,2023-07-15,0.008319942227192,Not Started,0.5298756255182061,78,2.84,40,High School,Auditory,History,Course 15,Data Science,Beginner,Text,المقرر 15,علم البيانات,مبتدئ,نص,سمعي,التاريخ
U053,C010,2023-03-09,0.4335827926326143,Not Started,0.6149030145669361,87,2.88,57,PhD,Auditory,Math,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,سمعي,الرياضيات
U172,C024,2023-09-21,0.0926254830513672,Completed,0.4824236015947288,62,4.48,41,High School,Auditory,AI,Course 24,Music,Beginner,Video,المقرر 24,الموسيقى,مبتدئ,فيديو,سمعي,الذكاء الاصطناعي
U099,C042,2023-01-02,0.7483843496762314,Not Started,0.0936574526074744,72,2.001931786999054,45,High School,Visual,Art,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,بصري,الفن
U086,C008,2023-12-27,0.9145486638485588,In Progress,0.7680893784186665,63,4.72,18,High School,Auditory,Music,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,سمعي,الموسيقى
U108,C024,2023-05-05,0.4340209727087588,Not Started,0.7472246450885869,83,3.21,54,High School,Auditory,Math,Course 24,Music,Beginner,Video,المقرر 24,الموسيقى,مبتدئ,فيديو,سمعي,الرياضيات
U024,C016,2023-04-20,0.2587116421554409,Completed,0.311703321492812,90,3.59,29,PhD,Auditory,Math,Course 16,History,Intermediate,Quiz,المقرر 16,التاريخ,متوسط,اختبار قصير,سمعي,الرياضيات
U081,C049,2023-03-27,0.4344033190066098,Not Started,0.3062392452284004,78,3.289260742520306,18,PhD,Reading,AI,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,الذكاء الاصطناعي
U158,C026,2023-04-30,0.723447817850001,In Progress,0.8378413809055185,51,1.667149340734697,50,PhD,Visual,History,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,بصري,التاريخ
U120,C027,2023-05-07,0.0090541615803709,Completed,0.0723572577413266,70,3.39,22,PhD,Kinesthetic,Music,Course 27,AI,Beginner,Quiz,المقرر 27,الذكاء الاصطناعي,مبتدئ,اختبار قصير,حركي,الموسيقى
U059,C037,2023-09-12,0.5894539894846972,In Progress,0.8811051483565658,60,2.68,46,PhD,Visual,Music,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,بصري,الموسيقى
U128,C004,2023-07-02,0.6132916848873791,Completed,0.2566616898959144,54,2.1647858199864967,43,Master,Visual,Data Science,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,بصري,علم البيانات
U128,C004,2023-07-02,0.6132916848873791,Completed,0.2566616898959144,63,4.32498322035977,43,Master,Visual,Data Science,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,بصري,علم البيانات
U114,C050,2023-01-16,0.6376882468959355,Not Started,0.5929847477554939,68,4.18,18,Bachelor,Reading,AI,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,قرائي,الذكاء الاصطناعي
U115,C024,2023-03-03,0.2420220799808772,Completed,0.9359941790017776,76,4.56,52,High School,Visual,Data Science,Course 24,Music,Beginner,Video,المقرر 24,الموسيقى,مبتدئ,فيديو,بصري,علم البيانات
U014,C019,2023-06-07,0.7140527233781268,Completed,0.6781225015366464,78,4.8630817755371485,41,High School,Reading,AI,Course 19,History,Advanced,Quiz,المقرر 19,التاريخ,متقدم,اختبار قصير,قرائي,الذكاء الاصطناعي
U009,C036,2023-09-25,0.0913914863317764,Not Started,0.4144298124670366,60,3.26,28,Master,Kinesthetic,Math,Course 36,Art,Intermediate,Text,المقرر 36,الفن,متوسط,نص,حركي,الرياضيات
U040,C039,2023-02-04,0.1992703364668008,In Progress,0.6895342089054152,62,4.98,42,PhD,Auditory,Data Science,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,سمعي,علم البيانات
U194,C010,2023-09-24,0.8774700466544819,Not Started,0.3439796363163702,85,2.69,43,Bachelor,Auditory,Data Science,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,سمعي,علم البيانات
U025,C025,2023-03-05,0.7387231507265664,Completed,0.2772584163491861,90,4.15,39,Master,Kinesthetic,Data Science,Course 25,AI,Beginner,Text,المقرر 25,الذكاء الاصطناعي,مبتدئ,نص,حركي,علم البيانات
U103,C018,2023-02-19,0.0137455540113452,Not Started,0.9966832779346796,54,2.237474248320052,29,Bachelor,Reading,Data Science,Course 18,History,Advanced,Video,المقرر 18,التاريخ,متقدم,فيديو,قرائي,علم البيانات
U022,C019,2023-09-12,0.2483762603698002,Completed,0.7507902311797877,85,3.62,38,PhD,Auditory,Data Science,Course 19,History,Advanced,Quiz,المقرر 19,التاريخ,متقدم,اختبار قصير,سمعي,علم البيانات
U004,C036,2023-05-29,0.2144064829931645,Not Started,0.6447199773818176,82,3.62,25,High School,Kinesthetic,History,Course 36,Art,Intermediate,Text,المقرر 36,الفن,متوسط,نص,حركي,التاريخ
U154,C010,2023-11-21,0.2708063280369726,Not Started,0.3552896432193188,89,3.64,28,PhD,Auditory,Math,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,سمعي,الرياضيات
U186,C033,2023-10-31,0.2475597702798864,In Progress,0.0491608291550481,65,4.13169445703029,45,PhD,Reading,Math,Course 33,Art,Beginner,Text,المقرر 33,الفن,مبتدئ,نص,قرائي,الرياضيات
U029,C050,2023-10-03,0.0625262957428457,Completed,0.0310568760351556,69,3.15,45,Master,Visual,Art,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,بصري,الفن
U109,C005,2023-12-23,0.4589405165968203,In Progress,0.5541812554487988,67,4.29,52,High School,Visual,Art,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,بصري,الفن
U098,C047,2023-06-21,0.7327334747861651,Completed,0.7620327210390511,84,4.3,58,High School,Kinesthetic,History,Course 47,Art,Intermediate,Quiz,المقرر 47,الفن,متوسط,اختبار قصير,حركي,التاريخ
U037,C049,2023-07-20,0.6067317247174364,Not Started,0.5373791904438551,81,3.21,56,PhD,Visual,History,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,بصري,التاريخ
U075,C035,2023-11-20,0.6728716685980798,Completed,0.8407850719391146,74,4.59,41,PhD,Visual,Math,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,بصري,الرياضيات
U070,C044,2023-02-04,0.0811491785362391,In Progress,0.0334265330932216,69,3.29,40,Master,Kinesthetic,Music,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,حركي,الموسيقى
U146,C034,2023-08-04,0.9514907101767872,In Progress,0.3667520764259401,79,4.31,45,High School,Auditory,Art,Course 34,Music,Beginner,Text,المقرر 34,الموسيقى,مبتدئ,نص,سمعي,الفن
U128,C033,2023-03-06,0.8384918338430248,In Progress,0.237070391174178,82,2.8,43,Master,Visual,Data Science,Course 33,Art,Beginner,Text,المقرر 33,الفن,مبتدئ,نص,بصري,علم البيانات
U085,C021,2023-01-08,0.8050903184956627,Completed,0.447272968157122,60,2.92,41,Master,Reading,History,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,التاريخ
U042,C017,2023-10-28,0.8229838050417675,In Progress,0.0723763931941224,61,3.29,26,Master,Auditory,Math,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,سمعي,الرياضيات
U100,C022,2023-12-09,0.9327105081327614,In Progress,0.9541316415710726,78,3.98,24,Bachelor,Reading,AI,Course 22,History,Advanced,Quiz,المقرر 22,التاريخ,متقدم,اختبار قصير,قرائي,الذكاء الاصطناعي
U041,C048,2023-11-28,0.5442539661136977,In Progress,0.2232554010693609,73,4.11,31,High School,Reading,Art,Course 48,Art,Beginner,Text,المقرر 48,الفن,مبتدئ,نص,قرائي,الفن
U166,C037,2023-03-17,0.2002820178676259,Not Started,0.9223077754835848,67,3.49,25,Bachelor,Reading,Math,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,قرائي,الرياضيات
U034,C015,2023-06-23,0.6167836078525412,Not Started,0.4258931550366818,71,2.69,24,High School,Reading,Data Science,Course 15,Data Science,Beginner,Text,المقرر 15,علم البيانات,مبتدئ,نص,قرائي,علم البيانات
U017,C035,2023-02-16,0.742881493667939,Completed,0.985524133255218,85,3.43,19,Bachelor,Kinesthetic,History,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,حركي,التاريخ
U165,C028,2023-01-15,0.7379173933540254,Completed,0.5540583834602107,86,4.22,23,High School,Kinesthetic,AI,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,حركي,الذكاء الاصطناعي
U153,C007,2023-12-27,0.5214490241668801,In Progress,0.9308328641758076,88,4.18,47,High School,Visual,Music,Course 7,Music,Intermediate,Text,المقرر 7,الموسيقى,متوسط,نص,بصري,الموسيقى
U122,C032,2023-05-27,0.068458719333578,Not Started,0.0053489886942228,74,2.9,31,Master,Reading,Art,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,قرائي,الفن
U076,C011,2023-01-26,0.3711129384301278,In Progress,0.7482388061809001,60,2.52,43,PhD,Reading,Math,Course 11,Data Science,Advanced,Video,المقرر 11,علم البيانات,متقدم,فيديو,قرائي,الرياضيات
U087,C010,2023-11-04,0.9207666084633572,In Progress,0.9030506531025154,53,1.8775575567849847,25,PhD,Kinesthetic,History,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,حركي,التاريخ
U117,C009,2023-04-03,0.584448909757426,Not Started,0.139720566978954,87,2.481965748238057,31,PhD,Auditory,History,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,سمعي,التاريخ
U106,C014,2023-08-20,0.5383319432557134,Not Started,0.0961258517321514,87,4.38,40,Master,Auditory,Data Science,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,سمعي,علم البيانات
U086,C013,2023-01-21,0.2688535143821935,Not Started,0.4245726071859556,62,2.77,18,High School,Auditory,Music,Course 13,History,Beginner,Video,المقرر 13,التاريخ,مبتدئ,فيديو,سمعي,الموسيقى
U027,C025,2023-11-03,0.3684489199165789,Completed,0.9336789061329352,77,2.71,44,Master,Visual,AI,Course 25,AI,Beginner,Text,المقرر 25,الذكاء الاصطناعي,مبتدئ,نص,بصري,الذكاء الاصطناعي
U057,C002,2023-02-07,0.8953460891531693,Completed,0.5423865601904387,93,2.51,59,High School,Kinesthetic,Data Science,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,حركي,علم البيانات
U031,C035,2023-10-03,0.6664630475268357,In Progress,0.5274564637217322,91,3.58,32,PhD,Auditory,Data Science,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,سمعي,علم البيانات
U134,C007,2023-06-06,0.7873870267523329,Completed,0.1411261182993218,88,3.76,21,Bachelor,Reading,Art,Course 7,Music,Intermediate,Text,المقرر 7,الموسيقى,متوسط,نص,قرائي,الفن
U168,C021,2023-06-28,0.4543454230676551,Not Started,0.0007895110932187,84,4.09,26,Bachelor,Auditory,History,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,التاريخ
U098,C018,2023-05-12,0.6302472194561579,Not Started,0.8101400907454612,81,2.425618943398659,58,High School,Kinesthetic,History,Course 18,History,Advanced,Video,المقرر 18,التاريخ,متقدم,فيديو,حركي,التاريخ
U012,C003,2023-11-07,0.2483836087432075,Completed,0.0875745629862382,85,3.24,53,PhD,Auditory,Math,Course 3,AI,Advanced,Text,المقرر 3,الذكاء الاصطناعي,متقدم,نص,سمعي,الرياضيات
U053,C042,2023-12-14,0.7054608302834863,In Progress,0.633849818735324,67,4.28,57,PhD,Auditory,Math,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,سمعي,الرياضيات
U199,C039,2023-01-28,0.4276013337033373,In Progress,0.9146164545151916,78,2.92,28,PhD,Kinesthetic,Art,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,حركي,الفن
U138,C041,2023-09-17,0.4425455148147456,Completed,0.208651913158431,81,4.58,56,Master,Visual,AI,Course 41,AI,Beginner,Text,المقرر 41,الذكاء الاصطناعي,مبتدئ,نص,بصري,الذكاء الاصطناعي
U173,C049,2023-03-17,0.6493223245768817,In Progress,0.6652728362369108,88,3.93,32,PhD,Auditory,AI,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,الذكاء الاصطناعي
U145,C011,2023-03-08,0.9362806214689268,In Progress,0.0786985767075094,73,1.204897185617253,39,Bachelor,Visual,Math,Course 11,Data Science,Advanced,Video,المقرر 11,علم البيانات,متقدم,فيديو,بصري,الرياضيات
U154,C039,2023-12-08,0.0640063466086209,In Progress,0.603755143837613,92,3.96,28,PhD,Auditory,Math,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,سمعي,الرياضيات
U190,C024,2023-07-13,0.8247432373470076,Not Started,0.1639317209532027,94,3.02,50,Master,Reading,Math,Course 24,Music,Beginner,Video,المقرر 24,الموسيقى,مبتدئ,فيديو,قرائي,الرياضيات
U122,C046,2023-06-11,0.2923831104121931,Not Started,0.735953560515178,62,2.69,31,Master,Reading,Art,Course 46,Math,Beginner,Text,المقرر 46,الرياضيات,مبتدئ,نص,قرائي,الفن
U046,C019,2023-12-13,0.4439194545063778,Completed,0.3012312947939082,78,3.66,45,Bachelor,Kinesthetic,Art,Course 19,History,Advanced,Quiz,المقرر 19,التاريخ,متقدم,اختبار قصير,حركي,الفن
U064,C004,2023-12-27,0.0219133287750089,Not Started,0.4633910088046462,69,4.04,53,Bachelor,Visual,AI,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,بصري,الذكاء الاصطناعي
U130,C026,2023-09-14,0.301046077834313,In Progress,0.5994305420276217,86,2.74,30,Bachelor,Visual,Art,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,بصري,الفن
U054,C038,2023-03-13,0.5026312426301305,Not Started,0.1712734106662395,74,4.88,21,PhD,Kinesthetic,AI,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,حركي,الذكاء الاصطناعي
U107,C042,2023-03-28,0.056176077347439,Completed,0.7416378186176209,70,4.95,41,PhD,Visual,Art,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,بصري,الفن
U193,C032,2023-09-19,0.4910957293831651,Not Started,0.3026403406368145,85,3.86,19,High School,Kinesthetic,AI,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,حركي,الذكاء الاصطناعي
U051,C039,2023-08-02,0.9271106288584272,In Progress,0.6623718599127535,83,4.88,34,Master,Kinesthetic,Art,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,حركي,الفن
U181,C045,2023-06-02,0.1053932181078052,In Progress,0.1582830506993736,72,2.95,20,High School,Auditory,Art,Course 45,Data Science,Beginner,Quiz,المقرر 45,علم البيانات,مبتدئ,اختبار قصير,سمعي,الفن
U036,C046,2023-07-29,0.7644407280755043,Completed,0.6881176592063503,91,2.56,26,PhD,Reading,AI,Course 46,Math,Beginner,Text,المقرر 46,الرياضيات,مبتدئ,نص,قرائي,الذكاء الاصطناعي
U115,C036,2023-03-02,0.4096710533759926,Not Started,0.1281880728104617,63,2.6,52,High School,Visual,Data Science,Course 36,Art,Intermediate,Text,المقرر 36,الفن,متوسط,نص,بصري,علم البيانات
U026,C040,2023-09-25,0.655173714524338,Not Started,0.4253564962699836,72,3.97,42,Bachelor,Auditory,Math,Course 40,Art,Intermediate,Quiz,المقرر 40,الفن,متوسط,اختبار قصير,سمعي,الرياضيات
U029,C037,2023-09-19,0.2602365979852293,Not Started,0.2472060737388768,68,2.65,45,Master,Visual,Art,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,بصري,الفن
U149,C033,2023-08-06,0.1594922625413583,In Progress,0.7483752494281826,93,4.9,23,PhD,Auditory,Math,Course 33,Art,Beginner,Text,المقرر 33,الفن,مبتدئ,نص,سمعي,الرياضيات
U011,C036,2023-10-10,0.1604626142712264,Completed,0.2620350045068745,66,2.85,41,PhD,Auditory,History,Course 36,Art,Intermediate,Text,المقرر 36,الفن,متوسط,نص,سمعي,التاريخ
U040,C003,2023-05-16,0.0704919456431446,Not Started,0.8817173063953962,60,3.26,42,PhD,Auditory,Data Science,Course 3,AI,Advanced,Text,المقرر 3,الذكاء الاصطناعي,متقدم,نص,سمعي,علم البيانات
U011,C009,2023-12-28,0.185646704901243,In Progress,0.8918202114066128,71,4.56,41,PhD,Auditory,History,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,سمعي,التاريخ
U164,C008,2023-04-03,0.6642193849889683,In Progress,0.1964413152227858,80,3.05,56,Bachelor,Visual,AI,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,بصري,الذكاء الاصطناعي
U113,C033,2023-04-19,0.881690611843508,In Progress,0.6138459450077243,70,3.11,52,High School,Visual,History,Course 33,Art,Beginner,Text,المقرر 33,الفن,مبتدئ,نص,بصري,التاريخ
U187,C006,2023-08-29,0.8141256855911618,Not Started,0.0877176417199643,73,4.11,40,Master,Visual,History,Course 6,Data Science,Beginner,Text,المقرر 6,علم البيانات,مبتدئ,نص,بصري,التاريخ
U039,C041,2023-12-21,0.6851343098744841,Not Started,0.3915370996016292,93,3.19,21,Bachelor,Reading,Art,Course 41,AI,Beginner,Text,المقرر 41,الذكاء الاصطناعي,مبتدئ,نص,قرائي,الفن
U054,C039,2023-05-22,0.1104318634111026,Not Started,0.7133217295012723,93,3.04,21,PhD,Kinesthetic,AI,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,حركي,الذكاء الاصطناعي
U098,C004,2023-10-18,0.2891874462959498,Not Started,0.6594232468499163,84,3.14,58,High School,Kinesthetic,History,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,حركي,التاريخ
U055,C013,2023-08-25,0.309806875322469,Not Started,0.624700669406608,63,3.73,19,Bachelor,Visual,Math,Course 13,History,Beginner,Video,المقرر 13,التاريخ,مبتدئ,فيديو,بصري,الرياضيات
U111,C049,2023-12-06,0.2499569463976212,Not Started,0.2825408636624436,85,4.92,39,High School,Kinesthetic,Math,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,حركي,الرياضيات
U152,C002,2023-11-08,0.5150056597097231,Not Started,0.378024949434402,75,4.58,37,PhD,Kinesthetic,Math,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,حركي,الرياضيات
U150,C005,2023-06-26,0.5355538148796726,Not Started,0.1029461447002861,69,3.21,45,High School,Reading,Data Science,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,قرائي,علم البيانات
U069,C044,2023-05-21,0.3568859751711102,Not Started,0.719022820433601,61,3.41,31,Master,Auditory,AI,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,سمعي,الذكاء الاصطناعي
U056,C027,2023-07-08,0.353789158736436,In Progress,0.5038887967912735,94,3.66,23,PhD,Auditory,History,Course 27,AI,Beginner,Quiz,المقرر 27,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,التاريخ
U033,C032,2023-02-18,0.8285555979060814,Not Started,0.7087656323456546,78,4.95,54,PhD,Visual,Music,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,بصري,الموسيقى
U036,C021,2023-10-29,0.7892928483196856,Completed,0.2489435247968727,65,2.93,26,PhD,Reading,AI,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,الذكاء الاصطناعي
U148,C008,2023-07-09,0.3077958316807456,In Progress,0.3244382286350662,78,3.39,59,Master,Visual,Music,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,بصري,الموسيقى
U081,C038,2023-05-16,0.9137884438732592,Not Started,0.3342153372601146,67,4.32,18,PhD,Reading,AI,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,قرائي,الذكاء الاصطناعي
U190,C008,2023-02-12,0.952815017002506,Completed,0.0257424097472162,73,4.91,50,Master,Reading,Math,Course 8,History,Advanced,Quiz,المقرر 8,التاريخ,متقدم,اختبار قصير,قرائي,الرياضيات
U109,C050,2023-12-19,0.3267425420300408,Not Started,0.3410478728306235,69,2.89,52,High School,Visual,Art,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,بصري,الفن
U154,C003,2023-03-31,0.3544249487930548,Completed,0.8033045735180335,62,3.07,28,PhD,Auditory,Math,Course 3,AI,Advanced,Text,المقرر 3,الذكاء الاصطناعي,متقدم,نص,سمعي,الرياضيات
U194,C044,2023-10-22,0.5056341534219588,Completed,0.8972984957497385,88,3.06,43,Bachelor,Auditory,Data Science,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,سمعي,علم البيانات
U073,C003,2023-12-07,0.9411208125336736,Completed,0.5182183156359275,74,2.55,33,Master,Visual,Music,Course 3,AI,Advanced,Text,المقرر 3,الذكاء الاصطناعي,متقدم,نص,بصري,الموسيقى
U040,C022,2023-09-02,0.8763194331423115,Completed,0.4555016952192202,82,4.01,42,PhD,Auditory,Data Science,Course 22,History,Advanced,Quiz,المقرر 22,التاريخ,متقدم,اختبار قصير,سمعي,علم البيانات
U017,C006,2023-07-11,0.1025679625835898,In Progress,0.0308246186993702,58,3.7083751391345774,19,Bachelor,Kinesthetic,History,Course 6,Data Science,Beginner,Text,المقرر 6,علم البيانات,مبتدئ,نص,حركي,التاريخ
U129,C002,2023-11-14,0.3927307432714162,In Progress,0.8792043375853826,82,4.18,59,Master,Visual,Art,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,بصري,الفن
U061,C023,2023-04-16,0.5533711897497718,Completed,0.0130102134258727,77,4.01,43,Bachelor,Auditory,History,Course 23,Math,Intermediate,Video,المقرر 23,الرياضيات,متوسط,فيديو,سمعي,التاريخ
U171,C044,2023-12-29,0.50313247255154,Not Started,0.9447500802102118,78,2.68,59,High School,Kinesthetic,History,Course 44,Music,Advanced,Video,المقرر 44,الموسيقى,متقدم,فيديو,حركي,التاريخ
U104,C002,2023-11-06,0.1938630679368926,Completed,0.4892162486880906,87,2.67,51,Bachelor,Auditory,Data Science,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,سمعي,علم البيانات
U042,C038,2023-08-21,0.8588167711681547,In Progress,0.3419344935747266,85,3.03,26,Master,Auditory,Math,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,سمعي,الرياضيات
U025,C017,2023-09-22,0.6769407829968374,Not Started,0.92421843484266,69,3.23,39,Master,Kinesthetic,Data Science,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,حركي,علم البيانات
U039,C035,2023-12-10,0.8379083748518036,In Progress,0.0243909931100967,63,4.47,21,Bachelor,Reading,Art,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,قرائي,الفن
